1770391804,issue_405,20,3,12328166,0.616408,1622.30
1770391804,issue_603,20,3,5826209,0.291310,3432.76
1770391804,issue_680,20,3,7302583,0.365129,2738.76
1770391804,issue_871,20,3,12710666,0.635533,1573.48
1770391804,issue_905,20,3,9754125,0.487706,2050.41
1770391814,issue_405,20,3,12706416,0.635321,1574.01
1770391814,issue_603,20,3,6089375,0.304469,3284.41
1770391814,issue_680,20,3,7173959,0.358698,2787.86
1770391814,issue_871,20,3,12561833,0.628092,1592.12
1770391814,issue_905,20,3,7363416,0.368171,2716.13
1770391823,issue_405,20,3,13305459,0.665273,1503.14
1770391823,issue_603,20,3,5501459,0.275073,3635.40
1770391823,issue_680,20,3,7364209,0.368210,2715.84
1770391823,issue_871,20,3,12768625,0.638431,1566.34
1770391823,issue_905,20,3,7290375,0.364519,2743.34
1770391870,issue_405,20,3,12302417,0.615121,1625.70
1770391870,issue_603,20,3,5877542,0.293877,3402.78
1770391870,issue_680,20,3,6929667,0.346483,2886.14
1770391870,issue_871,20,3,12622584,0.631129,1584.46
1770391870,issue_905,20,3,7439541,0.371977,2688.34
1770391871,issue_405,20,3,12595042,0.629752,1587.93
1770391871,issue_603,20,3,6197542,0.309877,3227.09
1770391871,issue_680,20,3,7308458,0.365423,2736.56
1770391871,issue_871,20,3,12693416,0.634671,1575.62
1770391871,issue_905,20,3,8920375,0.446019,2242.06
1770391871,issue_405,20,3,12272458,0.613623,1629.67
1770391871,issue_603,20,3,6089542,0.304477,3284.32
1770391871,issue_680,20,3,7345458,0.367273,2722.77
1770391871,issue_871,20,3,12665167,0.633258,1579.13
1770391871,issue_905,20,3,8195167,0.409758,2440.46
1770391872,issue_405,20,3,16356375,0.817819,1222.76
1770391872,issue_603,20,3,6482125,0.324106,3085.41
1770391872,issue_680,20,3,7060625,0.353031,2832.61
1770391872,issue_871,20,3,12642458,0.632123,1581.97
1770391872,issue_905,20,3,8722125,0.436106,2293.02
1770391872,issue_405,20,3,14466708,0.723335,1382.48
1770391872,issue_603,20,3,6889791,0.344490,2902.85
1770391872,issue_680,20,3,7311291,0.365565,2735.50
1770391872,issue_871,20,3,12332208,0.616610,1621.77
1770391872,issue_905,20,3,9013875,0.450694,2218.80
1770391873,issue_405,20,3,14462000,0.723100,1382.93
1770391873,issue_603,20,3,5818250,0.290913,3437.46
1770391873,issue_680,20,3,7056000,0.352800,2834.47
1770391873,issue_871,20,3,13312333,0.665617,1502.37
1770391873,issue_905,20,3,8996417,0.449821,2223.11
1770391873,issue_405,20,3,13994875,0.699744,1429.09
1770391873,issue_603,20,3,5939250,0.296963,3367.43
1770391873,issue_680,20,3,6904042,0.345202,2896.85
1770391873,issue_871,20,3,12675042,0.633752,1577.90
1770391873,issue_905,20,3,7876541,0.393827,2539.19
1770391874,issue_405,20,3,11490875,0.574544,1740.51
1770391874,issue_603,20,3,5532708,0.276635,3614.87
1770391874,issue_680,20,3,7804542,0.390227,2562.61
1770391874,issue_871,20,3,13022792,0.651140,1535.77
1770391874,issue_905,20,3,7556750,0.377837,2646.64
1770391874,issue_405,20,3,15460292,0.773015,1293.64
1770391874,issue_603,20,3,6573958,0.328698,3042.31
1770391874,issue_680,20,3,7348333,0.367417,2721.71
1770391875,issue_871,20,3,12199000,0.609950,1639.48
1770391875,issue_905,20,3,8633000,0.431650,2316.69
